age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
4,Private,201732,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
2,Self-emp-not-inc,144086,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
2,Private,367020,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
1,Private,122112,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,3,United-States,0
1,Local-gov,113838,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,0
0,Private,221480,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
1,Private,208406,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
4,Federal-gov,258124,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Italy,1
4,Private,134699,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,263855,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
0,Private,140001,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
1,,256211,1st-4th,2,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,2,Philippines,0
1,Private,119411,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,196678,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
4,Self-emp-not-inc,95280,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,1
0,Private,181755,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,0
1,State-gov,49325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
0,Private,57108,11th,7,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,317219,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,0
2,Private,177989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
0,,184308,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,0
0,Private,275395,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
1,Self-emp-inc,340110,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
0,Private,180339,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,315065,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,0
1,Private,172304,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
1,Private,124483,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,3,India,1
0,Private,313817,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
0,Private,127366,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
1,Private,193285,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
1,Self-emp-not-inc,31143,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
2,Private,97688,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,1
3,Private,320877,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,1
1,Private,152591,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,2,United-States,0
0,Private,248730,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,1,United-States,0
1,Private,93326,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
2,Private,84141,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,4,United-States,0
4,Private,69867,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,1
4,Private,111169,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
4,State-gov,159472,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
2,Private,347321,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,177733,9th,5,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,1,Dominican-Republic,0
1,Private,177437,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,0
4,Self-emp-not-inc,71457,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,0,United-States,0
2,Private,137126,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,1
2,Federal-gov,193583,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,2,0,3,United-States,0
2,Private,250121,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,0
0,Private,23813,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,0
4,Private,203985,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,1
4,Local-gov,34878,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,0
0,Private,121240,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,0
2,Private,115700,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
3,Self-emp-not-inc,102318,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
2,Private,220237,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,Greece,1
2,Private,91857,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,0,0,2,United-States,0
1,Private,227146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
1,Private,80511,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,114495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
2,Private,126076,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,3,United-States,0
4,Self-emp-not-inc,439777,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
3,Private,340588,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,Mexico,0
3,,427055,Some-college,10,Divorced,,Not-in-family,White,Male,0,0,2,United-States,1
3,Private,197399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
2,Self-emp-not-inc,211785,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,0,United-States,0
1,Federal-gov,189944,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,4,United-States,0
3,State-gov,50048,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,1
1,Local-gov,292217,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,2,United-States,0
2,Private,104089,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
3,Private,28338,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
4,,73402,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
4,Self-emp-inc,140319,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,0
1,Private,108023,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
0,,22966,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
2,Private,169324,9th,5,Divorced,Other-service,Unmarried,Black,Female,0,0,2,Haiti,0
2,Private,147548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Local-gov,1125613,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,2,United-States,0
2,Self-emp-not-inc,355856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,3,Philippines,0
1,State-gov,73928,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,0,United-States,0
4,Self-emp-not-inc,99479,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,0
1,Self-emp-not-inc,208577,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
2,Private,154237,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,0
4,Self-emp-not-inc,310014,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
2,Local-gov,160472,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,1
3,Private,146919,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,30269,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,2,0,1,United-States,1
4,Private,164970,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,3,United-States,0
2,Federal-gov,40955,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,2,Japan,0
3,Local-gov,67229,Masters,14,Separated,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
0,Private,456367,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,214288,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
2,State-gov,31352,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,1
2,Private,48087,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,1
2,Private,45857,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,0
2,Private,320744,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Private,55191,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,0
2,,33355,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,0
2,Self-emp-not-inc,342635,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,0
2,,177974,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,0
4,Self-emp-not-inc,37170,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
4,Local-gov,229110,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,1,United-States,0
3,Private,160474,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1,2,United-States,0
1,Private,181388,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,3,2,United-States,1
2,Private,108069,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,2,United-States,0
1,Private,334096,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,233786,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
2,Private,222504,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,0
1,Private,79923,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
0,Private,132300,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,0
3,Local-gov,84808,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
2,Private,211731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,Mexico,0
4,Private,225970,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,1
4,Private,227332,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,106935,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
0,Private,54012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
2,Private,108140,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,0,0,2,United-States,0
1,Local-gov,217296,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,2,0,1,United-States,0
2,Self-emp-not-inc,263871,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
2,Self-emp-not-inc,145441,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Yugoslavia,0
2,Private,273425,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
1,Private,24562,Bachelors,13,Divorced,Other-service,Unmarried,Other,Female,0,0,2,United-States,0
2,Private,104727,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,131615,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,0
1,Private,150717,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,260978,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,Philippines,0
3,Private,257337,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
3,Private,233369,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,0
0,Private,31350,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,England,0
2,Private,30424,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,3,2,United-States,0
2,Private,185145,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
1,Self-emp-inc,187693,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,1
1,Private,70377,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,149347,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,0
2,State-gov,206927,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
1,Private,131552,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,0
1,Private,64940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,0
3,Private,202752,12th,8,Separated,Transport-moving,Not-in-family,Black,Male,0,0,2,United-States,0
3,Private,131068,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,151443,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,1,United-States,0
4,Private,132057,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,3,United-States,1
0,Private,193820,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,2,2,United-States,0
0,Private,61850,Masters,14,Never-married,Sales,Other-relative,White,Female,0,0,1,United-States,0
3,State-gov,56841,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
3,Private,416164,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,3,Mexico,0
2,Private,82161,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,124563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,0
0,Private,449101,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
3,Private,241350,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,1
4,,194920,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
1,Private,478315,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,0
1,Self-emp-not-inc,213887,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,Canada,1
0,Private,196074,9th,5,Never-married,Other-service,Other-relative,White,Male,0,0,2,United-States,0
0,Private,213811,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,0
0,Private,198632,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,0
4,Self-emp-not-inc,161552,Preschool,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
4,Local-gov,100054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
3,Private,280292,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
4,Self-emp-not-inc,234372,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
4,Private,193864,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,98776,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
1,Local-gov,209103,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,2,United-States,0
2,Private,135416,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
1,Private,25955,9th,5,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,1,United-States,0
0,,196280,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,0
1,Private,189530,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
4,Local-gov,144761,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,2,0,United-States,0
1,Private,241431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
1,Local-gov,19302,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,4,Germany,1
3,Private,206359,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
0,,131230,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,0
2,Self-emp-inc,225165,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
0,Private,151506,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,0
0,Private,173851,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,41108,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,4,4,United-States,1
3,State-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,2,United-States,1
3,Private,155489,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
1,Private,130369,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,0
1,Private,261418,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
1,Self-emp-not-inc,334132,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,0
0,Private,266820,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,Mexico,0
1,Private,177216,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,0
4,Self-emp-not-inc,265007,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,Ecuador,0
1,Private,83800,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,0
1,Private,56510,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,0
2,Private,352834,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,1
1,Private,256211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,2,South,0
3,Private,33304,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
2,Private,168038,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,1
2,Private,140559,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,2,United-States,0
2,Self-emp-not-inc,37618,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,1
1,Private,223046,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
4,,186266,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,0,United-States,0
2,Self-emp-inc,86459,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,0
3,Private,323773,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,2,United-States,0
2,Private,147110,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Private,112497,9th,5,Married-civ-spouse,Sales,Own-child,White,Male,0,0,3,United-States,1
1,Private,252646,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,1
1,Private,31023,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
0,Private,259510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
1,Private,336793,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,2,United-States,0
2,Private,331649,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
2,Private,220531,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
2,Self-emp-not-inc,174090,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,1
2,Private,33046,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,0
0,Private,242912,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,0
2,Private,144594,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,0
2,State-gov,42478,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,115085,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,0
4,Self-emp-inc,78104,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,1
1,Private,285131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
0,Private,350995,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
0,Private,51392,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Private,33429,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,325923,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,0
2,Private,251229,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
0,Private,90860,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0,United-States,0
1,Private,452283,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,2,United-States,0
1,Local-gov,240252,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
0,Private,209792,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,0
1,Private,203988,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,123429,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,0
4,Private,216941,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,0
1,Private,359155,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,0,United-States,0
2,Private,75826,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Local-gov,63338,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
4,State-gov,165792,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
4,Self-emp-inc,180955,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
4,Private,151210,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,377815,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,0
2,Private,65390,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
1,Private,89389,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,241607,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,0
2,Federal-gov,419053,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,38795,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,1
3,Private,391016,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
0,Private,208908,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
3,Local-gov,56482,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,3,United-States,1
1,Private,152035,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
1,Private,402848,HS-grad,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,0
0,Private,118376,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,,212888,11th,7,Married-civ-spouse,,Wife,White,Female,0,0,3,United-States,0
1,Private,279960,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
3,Local-gov,14878,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,1
4,Private,99248,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,122175,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Local-gov,81054,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
1,Private,267891,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,0
0,Local-gov,307267,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,129624,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Cambodia,0
0,Local-gov,109526,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,54929,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,261278,Some-college,10,Separated,Sales,Other-relative,Black,Male,0,0,1,United-States,0
0,,71788,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,0
1,Private,122749,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,0
0,,264874,Assoc-voc,11,Never-married,,Other-relative,White,Female,0,0,2,,0
1,Private,223212,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,Peru,1
1,Private,331419,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,2,0,3,United-States,1
2,Private,384508,11th,7,Divorced,Sales,Unmarried,White,Male,1,0,3,Mexico,0
2,Self-emp-not-inc,277783,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,3,3,United-States,0
3,Private,273828,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,Mexico,0
1,Local-gov,363032,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,United-States,0
